,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sentiment
3394,US,13215402,R1J0GL18T72W8T,B001L2SA3A,364133280,philips avent bpa free night time pacifier,Baby,5,0,0,N,Y,Mom to be was excited to have these glow in ...,mom to be was excited to have these glow in dark pacifiers  baby not here yet so not sure how well they are working out for her,4/1/2015,0.99653983
3395,US,13435660,R31PM3P7ZSOOT3,B0057EEC62,439223023,"philips avent bpa free translucent orthodontic infant pacifier, 0-6 months, 2 pack",Baby,4,0,0,N,Y,Both of my boys have loved these pacifiers,both of my boys have loved these pacifiers they are the only ones that i have ben able to get them to take i love that they are translucent and some have a little bit of color,4/1/2015,0.98746604
3396,US,8564364,RJR9JF0WW81HI,B0031VLRYI,572944212,wubbanub soft toy and pacifier,Baby,5,0,0,N,Y,Five Stars,great purchase ,4/1/2015,0.99793386
3397,US,10473915,R11NEXQRVA5A5C,B00B8VZR1M,366394525,"philips avent bpa free soothie pacifier, 3+ months, 6 pack",Baby,5,0,0,N,Y,Good value!,we are always loosing these good value,4/1/2015,0.99974734
3398,US,13637869,R2OZGCULVDYBNV,B003PCYMP4,911821018,wubbanub lamb infant pacifier,Baby,1,0,0,N,Y,Not helpful,one of the ears was not sewn all the way on i trying calling to get a replacement but was never called back,4/1/2015,0.015236949
3399,US,2840372,ROW3PMNGMXJMF,B0057EEC3A,218530709,"philips avent translucent orthodontic infant pacifier, 0-6 months",Baby,1,0,0,N,Y,One Star,pacifiers were not clear as pictures and described,4/1/2015,0.016132196
3400,US,30412639,R3KPMZZNXJ4732,B007H0SFZI,506569016,"beistle 66675 pin the pacifier baby shower game, 17 x 18.5",Baby,5,0,0,N,Y,Five Stars,great game for a baby shower a lot of cards,4/1/2015,0.99817145
3401,US,4266395,R15TWPS3SKRWTP,B00MYRXSE2,528212913,"baby brezza baby bottle sterilizer and dryer machine – electric steam sterilization - universal fit - pacifiers, glass, plastic, and newborn feeding bottles",Baby,5,0,0,N,Y,Wish I would have gotten this sooner!,this is so wonderful i love that it dries everything such a time saver plus it gives extra piece of mind knowing the bottlespump partspacis are extra clean,4/1/2015,0.99942833
3402,US,1054498,R3KCFUW3XQAV21,B001L2SA3A,364133280,philips avent bpa free night time pacifier,Baby,5,0,0,N,Y,Five Stars,excelent product just as described and shipping fast,3/31/2015,0.99875855
3403,US,49949641,R3U4YKEMDJJOUD,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",Baby,5,6,8,N,Y,Stiffer then the original. My son loves them.,i bought these for my 4 month old son he has loved the original soothie so i wanted to try these the 34super soothie34 as they call it they are stiffer and the rubber base is a bit thicker he really enjoys them i think they feel more like a finger which is his usual preference if he can grab someones hand he likes to switch between the softer and harder ones depending on his mood i just wish they made the wubbanubs with the option of this one,3/31/2015,0.985938
3404,US,45047055,R3UR7T4030GVO3,B00BIFACT0,955350284,dr. brown's prevent classic pacifier,Baby,5,0,0,N,Y,Five Stars,good product,3/31/2015,0.99682105
3405,US,13381781,R1DUDZKETJ6QF4,B0081ZOWC8,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,0,N,Y,Best NOOKIE!!,these are the only nuks that our daughter will take,3/31/2015,0.9990601
3406,US,13278699,R2ALNLIV94XHXK,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Baby,4,0,0,N,Y,Super cute for baby.,love it just wish the animal and pacifier werent attached,3/31/2015,0.9996451
3407,US,41179209,R1T1NRIUO8FYYY,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,5,0,0,N,Y,Five Stars,our daughter loved this paci,3/31/2015,0.9985416
3408,US,827550,R7HONOFPNIH7R,B0081ZOWC8,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,0,1,N,Y,Five Stars,good,3/31/2015,0.9966756
3409,US,44174316,RZ064R66I2FWA,B000YDFOPE,381226741,philips avent bpa free contemporary freeflow pacifier,Baby,5,0,0,N,Y,Five Stars,great pacis,3/31/2015,0.9988582
3410,US,48069898,R215ITYX923RZS,B00O2KV5E4,478654663,wubbanub infant pacifier - reindeer,Baby,5,0,0,N,Y,Five Stars,our granddaughter just loves this thing,3/31/2015,0.99834144
3411,US,25909176,R339A4HG2OB523,B00GOYSLZC,567287601,black handlebar mustache symmetric pacifier (pmhb) (0-6 months),Baby,2,0,0,N,Y,Two Stars,too big for age marked,3/31/2015,0.49298546
3412,US,4342136,R2VTQYBMJ8TG3A,B00B2NX42U,869545112,wubbanub infant plush pacifier - limited edition set,Baby,1,0,0,N,Y,One Star,only came with two but overall i liked them,3/31/2015,0.6147643
3413,US,20821905,R1GL3ZWRQJIBK2,B00FZGLNWS,342126482,"playtex binkylatex pacifier, 0-24 months, 2-count",Baby,5,0,0,N,Y,Five Stars,good product,3/31/2015,0.99682105
3432,us,24666744,r3r53pm3kh7yih,b001f43jto,997127233,wubbanub yellow duck pacifier,baby,5,0,0,n,y,adorable!,this is the only pacifier our granddaugher will takebr its also adorable,3/31/2015,0.99998116
3439,US,10477639,R2GP89H3KKFGTN,B00A5OS468,365326170,"wubbanub infant plush pacifier - limited edition set (moo moo cow, cutsie caterpillar, ella elephant)",Baby,1,0,0,N,Y,SAVE YOUR MONEY,horrible i ordered this set specifically for the cow it didnt come with the other 2 when i told them they said theyd reship so i let my kid have the other ones then after they said theyd reship i get an email saying they are out of that one i would have returned them all had i known i wouldnt get that one,3/31/2015,0.033762336
3440,US,7832180,R1N0QXH765CX3K,B004IOHN8Q,610554685,the first years 2 pack gumdrop infant pacifier,Baby,5,0,0,N,Y,Five Stars,best pacifier for my baby,3/31/2015,0.995239
3441,US,18061789,RDFRX1SEQEDIA,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,4,0,0,N,Y,great for baby 3mths and under,my baby liked these when he was under 3 mths worth the money for that time frame these become a chocking hazard as the child grows so please refrain from use after 3 mths,3/31/2015,0.9982961
3442,US,40182807,RPGZGTI4X26F2,B00KCNII8Q,181638405,chicco pacifier hard shield,Baby,5,0,0,N,Y,Love these!,the baby loves these and the travel case is a great addition to the diaper bag easy to clean and store,3/31/2015,0.99977297
3443,US,44561479,R2O1NQHIY8GWNS,B005HWJ2LY,831792142,"nuk 2 count sports orthodontic pacifier, sports may vary",Baby,5,1,1,N,Y,They love them and I've tried several others and they refuse ...,these are the only pacifiers my kids wouldwill take they love them and ive tried several others and they refuse them one thing i dont like is that i feel like junk gets caught in or around the actual pacifier part that goes in their mouth and that disgusts me   i try to keep it clean but its just one more thing to remember and i wish it could be designed so that it wasnt so hard to clean i worry about what gets inside it as ive seen water in there and have no way of getting it out otherwise i love them because my kids love them ,3/31/2015,0.99904484
3444,US,48286053,RPMX8FVCV6JIM,B00GR4SXRA,869431526,"wubbanub mary meyer gardenia bunny plush pacifier, purple (discontinued by manufacturer)",Baby,1,0,0,N,Y,really sucked,the description needs to state that the pacifier cannot be removed to be cleaned and sanitized  total waste of money,3/31/2015,0.0012002377
3445,US,4777359,R2FBP4CQRDOT15,B00BRHSD5Y,129348876,"summer infant pacifier thermometer, teal/white",Baby,5,0,0,N,Y,Five Stars,works great and seems to be accurate,3/30/2015,0.99230075
3446,US,31192745,R3QE7F78COC94O,B001BXREG8,869138578,wubbanub (tm) dragon pacifier!,Baby,5,0,0,N,Y,Loves his WubbaNub!,even when its not in his mouth he loves to hold onto it we received the giraffe as a gift from my work my son loved it so much that we had to buy another,3/30/2015,0.9967145
3447,US,26855480,R2YVIP9ZTFH339,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,0,0,N,Y,Five Stars,would not leave home without it,3/30/2015,0.99899226
3448,US,29488287,R1XAMNYZ10SAZW,B00J3E2D7W,130912179,"tommee tippee closer to nature everyday pacifier 2 pack, 0-3 months",Baby,5,0,0,N,Y,Must have for fussy babies,these are the only pacifiers that my 3 week old likes they absolutely save the day when my daughter is being fussy i absolutely love these pacifiers,3/30/2015,0.9995784
3449,US,25530484,R3BAWA8H5Z2DCL,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,5,0,0,N,Y,Five Stars,great for baby to hold on to,3/30/2015,0.9970162
3450,US,16326291,R38HPLE9UINVOG,B001L2SA6M,381226741,philips avent bpa free contemporary freeflow pacifier,Baby,5,0,0,N,N,Avent Pacifier,this is the only pacifier my breastfed daughter will acceptbr br i like the design its slightly curved so that it contours to her mouth it does not have a up or down side like the nuk paci which makes it easier for me to place it in her mouth and its easier for her to put it back in her mouth as well there is a protective cap that covers the nipple of the nipple which is nice because i can just throw one in my bag and not worry about it getting grossbr you can sterilize these as needed i just pop them in a microwave steam bag with my breast pump parts,3/30/2015,0.99988437
3451,US,35738188,R2DM5GGCPRLKUZ,B0057EEC3A,218530709,"philips avent translucent orthodontic infant pacifier, 0-6 months",Baby,5,0,0,N,Y,Five Stars,this are my sons favorite,3/30/2015,0.9979448
3452,US,41986203,R24MDEABN2EJO3,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,4,0,0,N,Y,Perfect soother for newborn baby,these were nice to have the first couple weeks with both of our boys the soother always helped when they had gas and didnt need to nurse or when in their car seat to comfort them i only really got use out of it the first month or two so i only really needed the one pack both times these soothers are inexpensive so worth having just in case,3/30/2015,0.99996006
3453,US,49862437,R2NA7ARCZFO55T,B007H0SFZI,506569016,"beistle 66675 pin the pacifier baby shower game, 17 x 18.5",Baby,5,0,0,N,Y,Five Stars,thank you,3/30/2015,0.993929
3454,US,10865481,R12DFTJEONSJO1,B0027A5FUQ,515907812,nuby paci cradle pacifier box,Baby,4,0,0,N,Y,Works great. You have to squeeze the sides in order ...,works great  you have to squeeze the sides in order do open,3/30/2015,0.966405
3455,US,10066487,R2E68LW4HO5LXG,B00EHKHVKG,925732558,wubbanub infant pacifier - owl,Baby,5,0,0,N,Y,Five Stars,awesome my baby loves this pacifierlovey combo,3/30/2015,0.9987723
3456,US,45456400,R3BVF5UJ5TMXHK,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,5,2,2,N,Y,Five Stars,nan,3/30/2015,0.8916381
3457,US,29653268,RAHKYZH6NZ12E,B003PCYMP4,911821018,wubbanub lamb infant pacifier,Baby,5,0,0,N,N,"Awesome Wubbanub, but real wubbanub is available much cheaper elsewhere",i love this wubbanub so much its my favorite however if you are looking for this wubbanub that is not a counterfit and doesnt fall apart buy it from buybuybabycom its cheaper i got mine for 1299 and its the right one i dont know about this one and its way more expensive but the wubbanubs in general are amazing we have a lamb and a caterpillar and just bought this lamb again on buybuybaby for a baby shower im attending in april,3/30/2015,0.998108
3458,US,31431621,R365OHJZ31YUMU,B004IY6AGW,572944212,wubbanub soft toy and pacifier,Baby,5,0,0,N,Y,Great product and my daughter loves it,never lose a nanny again  great product and my daughter loves it,3/30/2015,0.999073
3459,US,49251909,RHWMY87TQ7X2U,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,5,1,2,N,Y,Five Stars,thanks,3/30/2015,0.99874
3460,US,12340244,R29HR67D7B9ZQS,B00KCNIRX2,495764832,chicco pacifier soft silicone,Baby,3,0,1,N,Y,Confuse Mommy,well my experience with these pacifiers  i was very excited waiting for them for my 7 months old baby the shipping was very fast too soon they are cute onepiece completely silicone and suitable for my babys mouth but are so flexible and soft that cause me fear that an accident happens bends easily an anxious baby teething put things in their mouth i think its a little dangerous im using them because i pay for them and bought 4 and also my baby likes but i confess im super alert and try to tie the paci to his nunu burp cloth,3/30/2015,0.99769104
3461,US,16548084,R1MT8PMWYX7WVX,B004O7F3HK,211963857,"mam night bpa free glow in the dark silicone pacifier, 6 months, 2 pack",Baby,5,0,0,N,Y,"My baby loves these MAM pacifiers, and the glow ...",my baby loves these mam pacifiers and the glow in the dark helps us find them and pop them back in,3/30/2015,0.9910449
3462,US,30842306,RHE1KH7L1YQ6Y,B00CGF1WPO,464288222,mary meyer wubbanub infant pacifier,Baby,5,0,0,N,Y,Love it.,my daughter loves hers  sometimes when shes not sucking on the pacifier she just plays with it  makes it easy for us to find her pacifier  i didnt think it was heavy enough to keep from falling out if she was moving her head a lot but it was definitely better than the paci alone,3/30/2015,0.99954444
3463,US,30451103,R3UBTZHDENU6KF,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,1,0,0,N,Y,One Star,gets in the babys way and attracts any and all dust and hair which sticks to the paci,3/30/2015,0.029077133
3464,US,13335049,R3SN03JUTSN8P2,B00NVJOU9E,457041157,"(2 pack) the best mustache pacifier for baby with high quality - a funny toys and good night's sleep with cute pacifier for newborn, toddler, boys and girls - ideal gift for your lovely baby",Baby,4,0,0,N,Y,"Funny, but strangely shaped",everyone gets a kick out of this including my baby although her focus is more taking it out and chewing the mustache my only problem is that even at six months shes still not too fond of having it as a pacifier she doesnt like how the actual pacifier part is shaped since its so long even though shes a big girl maybe its just her though either way id totally buy these again,3/30/2015,0.9939715
3465,US,6601324,R2RC3O8DP60HZE,B008B50YES,586745626,ulubulu expression pacifier set,Baby,5,0,0,N,Y,Love these!,these are too cute and i cant wait to give them to my new grandbaby,3/29/2015,0.9995122
3466,US,26042687,R2Q8JS9M1M5FK3,B002HOQOUW,986016545,kushies on the go wet bag with pacifier pouch,Baby,4,0,0,N,Y,Holds up well to daily use.,got this set to store my pump parts between sessions at work i use the larger bag and the drawstring and flexibility makes this easy to 34mold34  thus saving room in my pump bag its also washable and has kept up very well after daily use,3/29/2015,0.9993406
3467,US,5007007,RJ8OAARIF74JG,B004RFI8OO,426289853,"mam feed & soothe bottle & pacifier gift set, girl,  0+ months, 6-count",Baby,5,0,0,N,Y,recommended,these bottles are pretty great imo i admit there are a lot of parts to take apart and clean but you get used to it like everything else mine have only leaked when i dont screw them properly i have a 5 week old fussy girl and these are great for her,3/29/2015,0.99961793
3468,US,47265179,R3DKJVPHXO6BA6,B0082I1IA8,218693378,"mam glow in the dark night orthodontic pacifier, boy, 6+ months, 2-count",Baby,5,0,0,N,Y,Five Stars,these are easy to find when your baby has spit it out in the middle of the night,3/29/2015,0.99894303
3469,US,12395324,R2Q3JPW1BTKT31,B004YUDA8Q,407277980,"2 pack natursutten bpa-free natural rubber pacifier, orthodontic nipple",Baby,5,0,0,N,Y,GREAT!!!,i love these pacifiers  okay my baby loves them  so much we have bought them since our baby was a newborn we have used all sizes and our son still uses them fantastic product,3/29/2015,0.999419
3470,US,34008822,R2RC3TYWS399BZ,B00KCNIMH8,181638405,chicco pacifier hard shield,Baby,5,0,0,N,Y,I figured she was just one of those babies that don't like pacis and I was fine with that,my baby loves these we tried several different pacifiers nuk hospital freebie and the one with the stuffed animal attached when my daughter was born and she didnt take to any of them i figured she was just one of those babies that dont like pacis and i was fine with that  however one of these came free with my chicco carseat purchase i thought nothing of it but offered it to her and she loved it  shes 5 months old and has been using these since newborn love them,3/29/2015,0.99951863
3471,US,10001308,R3SEI4NWO8JPC1,B005QPE0W8,343148814,the first years gumdrop newborn pacifier,Baby,5,0,0,N,Y,Durable & Wash Great in dishwasher,once you know which pacifiers your child likes then get them in bulk  these have been through high abuse by our child and run through the dishwasher top rack many times  they are easy for them to hold  pick upbr br if your child likes this style then these are great  i would purchase again due to their high durability,3/29/2015,0.98855686
3472,US,29904181,R1KBLFSWLQE4XO,B001CCWJ72,211963857,mam night silicone pacifier - girl - 2+ months,Baby,5,0,0,N,Y,Five Stars,glow in the dark pacifiers are the most wonderful invention of all time,3/28/2015,0.99968565
3475,us,14906604,r3bj21a1aomm29,b00o28u1og,942734125,"tommee tippee 6-18 months every day pacifier, pink crown & castle",baby,2,0,0,n,y,"eh, not my favorite.",the images rub off very quickly we had for about a month and couldnt even tell what they were supposed to be anymore i bought these solely for the crown and castle,3/28/2015,0.10212521
3492,us,40296399,r163xvsv63j1y6,b00lcytdro,277493012,munchkin latch lightweight pacifier,baby,5,0,0,n,y,great product,my 1yr old baby girl loves them,3/28/2015,0.99915946
3508,us,50330042,r1mc1kzl8eu5o4,b00o2kv5e4,478654663,wubbanub infant pacifier - reindeer,baby,1,2,4,n,y,"caution, safety issue: bean-bag feet, and seams not tight",there are many reasons why we enjoyed this product in the short term and one very important reason why we dont in the longterm  the negative which is a big safety issue needs to come first  the feet of the wubbanub are weighted with beanbag beans  our still quite young baby loves to chew on all parts of the animal not just the paci and the seams are not tightly sewn two feet have opened up  as another poster noted the beans are contained within a mesh compartment inside the animal feet but get through the plush and youre right up next to that  ive sewed up one of the frayed feet but there is little fabric at the seam to allow safe or easy repair  particularly now that our baby has the beginnings of two teeth which i might add came after the seams sprang not before i am reluctant to leave the wubbanub alone with her in her swing or car seat lest she gnaw into the beans by mistake which could be disastrous  were going to have to retire this toy  the obvious safety issues at stake here make any followup comments superfluousits nonnegotiable in my book  but i will allow that this is disappointing because our baby loved her wubbanub and spent a lot of time learning to manipulate it  it was her very first toy in terms of something she interacted with and i think it actually helped her development in a number of ways  shed probably like to keep it around for a while but i just cant do it on these terms  i hope a redesign might come up with some other way of weighting the feet,3/28/2015,0.87407863
3525,US,33702568,RX6OVULWF8FG6,B00290JYDI,707645997,"nuby 2 pack ortho softflex pacifier, colors may vary",Baby,5,3,4,N,Y,This is the only paci she'll use!,we used the soothie pacifiers until my daughter had her tongue and lip tie released at 8 weeks after that procedure she just didnt like any pacifiers any more ive tried 5 different types and she hates them all br br sounds like a dream but sometimes its nice to have something that soothes her other than breastfeedingbr br i read an article on these pacis and immediately ordered a set yes i received the blue and red pacis instead of the more girly ones but i dont care theyre pefect she loves them at 6 months when were already dealing with sleep regression issues and a new tooth and one more on the way im thrilled that these provide comfortbr br im ordering two more sets now so were not without thembr br also i cant seem to find these in local stores they have the oval ones but theyre not the orthodontic ones amazon is the only place i can find these softflex ortho pacis for 6 month olds,3/28/2015,0.9998311
3526,US,24744766,R3PQ39RR5O2F89,B00TEE14NA,765094703,"oh! baby® 2015, gift basket, special newborn set high quality plush bear and blanket, exclusive pacifier box, burp cloth, mittens, socks, body suit and legging. including gift card",Baby,5,0,0,N,N,Value for money,very goodbr product all seven pieces just as described in photos br nice big box arrived intact very nice quality of fabric and high quality teddy bear very soft overall good value for money,3/28/2015,0.98809576
3527,US,49793174,R3LFNXZTFX3F1G,B00AHO43BG,667171015,fctry - baby pacifiers,Baby,5,0,0,N,Y,babys with a mustaches are the best,got as a gift for a mom to be and she loved it came in retail packaging and looks like the real deal not sure why other reviews said it was knock off,3/28/2015,0.9785436
3528,US,35827816,R14FXQ4T2EYD2Z,B00H0GVVJQ,664402451,beardo beermo bottle & pacifier mustaches,Baby,5,0,0,N,Y,BeerMo Bottle & Pacifier Mustaches - 6 Pack...,beermo bottle  pacifier mustaches  6 pack  can not go into detail but the shenanigans whereare ten fold ,3/28/2015,0.79811275
3529,US,39764080,R207N313IQ9FI1,B00BTWEUOK,523549949,"mam feed & soothe bottle & pacifier gift set, unisex, 0+ months, 6-count",Baby,5,14,14,N,N,Best for weaning,i am weaning my 10monthold and these are the only bottles she will accept they are easy for her to hold as the bottom is larger and textured which prevents her hands from sliding down the nipple has a tapered shape and soft texture which has has really helped with the transition not to mention easy to clean wide enough to wash by hand we have had success with warming the bottle and replacing one feeding at a time also using the slowest flow nipple that comes with this set after a week she is now holding the bottle herself and drinking it happily theres been no issues switching between bottles during the day and breast at nightbr br as a sidenote the mam pacifiers are amazing as well the texture is soft like skin not slick like other pacifiers they were my first daughters favorite and my favorite because other kinds blocked her nostrils she was tiny,3/28/2015,0.99922764
3530,US,15263012,R1K9YTXJ7ZX2VU,B00B4DCZXM,364399161,"mam newborn start orthodontic pacifier, boy, 0+ months, 2-count",Baby,5,0,0,N,Y,Five Stars,my son loves these not a fan of the chicco or smoothies but loves these,3/28/2015,0.99495006
3531,US,26846721,R3U8M9I5NBZ4NR,B00B7U61QO,115431579,nuk pack of 4 trendline orthodontic pacifier bundle pack,Baby,5,0,0,N,Y,Five Stars,great,3/28/2015,0.99957556
3532,US,10931374,R33FP7HT1Q3EUR,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",Baby,5,0,0,N,Y,Five Stars,we love these pacis only paci my daughter likes,3/28/2015,0.9999727
3533,US,45753097,R1WENZRQYWAZLX,B000ROME3U,772280665,"gerber nuk newborn orthodontic pacifier latex size1, colors vary",Baby,5,0,0,N,Y,Nice product although,nice product although like other reviewers i received pink and purple for my little boy the package in the product image looks red but its really pink i was aware colors may vary but i was hoping theyd at least be gender neutral,3/28/2015,0.9883328
3534,US,38449147,R2NWQRN2P66NR6,B00EM5CPCA,311061809,"mam crystal orthodontic pacifier, boy, 6+ months, 2-count",Baby,5,0,0,N,Y,Pacify as Desired,my son loves the mam nipples and these are super cute,3/28/2015,0.9998697
3535,US,52811172,R1BY9WXUI2037C,B004NIQXCE,353197975,personalized pacifiers zebra pacifier,Baby,3,0,0,N,Y,Three Stars,color quality is not as vivid as in pic,3/28/2015,0.07367755
3536,US,16468960,RVUNSYCC89PCC,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,3,0,0,N,Y,Perfect to get stuck in dog intestine,baby never liked this one small enough to leave dog stomach but big enough to get stuck bad news,3/27/2015,0.97742
3537,US,13580909,RW766LXNMAELU,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,So much easier for them and you when they are ...,so much easier for them and you when they are still to young to hold on to things my son loves both of his,3/27/2015,0.99943405
3538,US,801186,R1NSXKWS538Q52,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Baby,5,0,0,N,Y,5 stars,love this wubbanub,3/27/2015,0.999925
3539,US,10771583,R2LGC50LXRJTL7,B00IOGIF5E,504109012,"mam love & affection orthodontic pacifier, i love daddy, girl, 0-6 months, 2-count",Baby,5,0,0,N,Y,Five Stars,love em,3/27/2015,0.99981564
3540,US,28864425,R2B755DV5KJC9K,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Baby,5,0,0,N,Y,my daughter only liked this one,of all the pacifiers i bought my daughter only liked this one its also very easy to wash just throw it in the washer,3/27/2015,0.99975795
3541,US,51204997,R3C93SQ6DF1J86,B00TEE14B2,765094703,"oh! baby® 2015, gift basket, special newborn set high quality plush bear and blanket, exclusive pacifier box, burp cloth, mittens, socks, body suit and legging. including gift card",Baby,5,0,0,N,N,loved giving this Gift Box- it is really great as ...,loved giving this gift box it is really great as a baby shower gift and packaged wellbr  the blanket is extra soft as well as the teddy bear  looks just like the pics  my friend said she uses all the products and are all very useful  great for those who dont have the time to run to the store and select each item very good value for moneyalways a bit worried to buy online but this was bingo,3/27/2015,0.9909797
3542,US,19026897,R2LRKX9KGANOC,B001L2SA3A,364133280,philips avent bpa free night time pacifier,Baby,4,0,0,N,Y,"Good, though don't glow long in the dark",i like the avent pacis and the little handle on them  these dont glow in the dark for very long  maybe a couple of hours,3/27/2015,0.12570149
3543,US,1051519,R18VSM53RWL3GF,B00H909CPI,509145368,"jj cole pacifier pod, cream & black",Baby,5,0,0,N,Y,Five Stars,great product,3/27/2015,0.9988668
3544,US,1051519,R1O1MWI62VQ26E,B005DOK1ZC,463344062,"philips avent 4 count bpa free soothie pacifier, 3 months +",Baby,5,0,0,N,Y,Five Stars,great product,3/27/2015,0.9988668
3545,US,12749897,RQFT8YZ6YALKG,B00FB5FI8I,509145368,"jj cole pacifier pod, cream & black",Baby,5,0,0,N,Y,Cute and practical!,this is great it holds 2 of your daughters pacifiers and fits great in my diaper bag or if i need to throw it in my purse it also has a snap on the strap so you can attach it to your bag for easy access it stays closed well and we have not had issues with it opening unexpectedly at all,3/27/2015,0.9954509
3546,US,7111918,R3CTY08HSIIEO4,B00TEE14NA,765094703,"oh! baby® 2015, gift basket, special newborn set high quality plush bear and blanket, exclusive pacifier box, burp cloth, mittens, socks, body suit and legging. including gift card",Baby,5,0,0,N,N,great new mommy gift,sent this as a 34gonna be a new mommy34 gift she said it is beautiful would recommend for someone you are not sure what to get for them but want to send something that will be treasured forever,3/27/2015,0.9373776
3547,US,9844421,R8CU7QQUL192S,B00BIFACT0,955350284,dr. brown's prevent classic pacifier,Baby,5,0,0,N,Y,Lo recomiendo,excelente,3/27/2015,0.99957234
3548,US,36921962,R3R1RVZBAH9AV5,B00KCNIEXU,181638405,chicco pacifier hard shield,Baby,5,0,0,N,Y,We've tried a lot of pacifiers -- these are the ...,weve tried a lot of pacifiers  these are the one my son loves  he is now 8 months and still likes em,3/27/2015,0.9999014
3549,US,30397720,R34FNXG373KK9J,B0047PAHUW,106521272,wubbanub elephant pacifier,Baby,5,0,0,N,Y,Five Stars,my granddaughter loves these,3/27/2015,0.9993598
3550,US,38741892,RQ3FWWFDVXXSD,B0082I1IA8,218693378,"mam glow in the dark night orthodontic pacifier, boy, 6+ months, 2-count",Baby,5,0,0,N,Y,They Glow,love these because at night they glow in the dark when the baby wakes up screaming and sometimes he can find it himself because it glows,3/27/2015,0.9997706
3551,US,4302801,R4DIKOOJQC8I0,B004LKRYM2,953521763,philips avent 2 pack bpa free pacifier,Baby,5,0,0,N,Y,Five Stars,nice seller nice item,3/27/2015,0.9925092
3552,US,6644051,R322GC1GULXY9S,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Baby,3,0,0,N,Y,Three Stars,my baby is barely getting used to it,3/26/2015,0.033683456
3553,US,38139144,R21JYSVE4F8S6G,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby,4,0,0,N,Y,Would recommend to friends,received it in the time alloted would recommend to friends,3/26/2015,0.9992797
3554,US,36828781,R2YWPOLYGN03OA,B00B7U61QO,115431579,nuk pack of 4 trendline orthodontic pacifier bundle pack,Baby,5,0,0,N,Y,Good!,our baby likes these,3/26/2015,0.9983701
3555,US,10365209,R2DKRTRXO11P44,B00LCYTKOU,277493012,munchkin latch lightweight pacifier,Baby,5,2,2,N,Y,They are lightweight and I like that they are one piece,my daughter loves these pacifiers they are lightweight and i like that they are one piece there is no hard plastic that can shatter just one soft piece,3/26/2015,0.99989855
3556,US,26284614,RYZQ347IV83T,B00BTWEUOK,523549949,"mam feed & soothe bottle & pacifier gift set, unisex, 0+ months, 6-count",Baby,1,1,4,N,Y,"My baby will accept Tommy Tippy, Dr. Browns ...",my baby will accept tommy tippy dr browns and avent bottles she hates these and refuses to use them the nipples are oddly hard and inflexible,3/26/2015,0.007895279
3557,US,4906946,R305P3R5PN8USO,B00H30E9DY,379394235,wubbanub zebra pacifier,Baby,5,0,0,N,Y,Five Stars,there awesome we have 3 different ones all great,3/26/2015,0.99989104
3558,US,4954524,R2O2NDSIYWHVH3,B00B4DCZXM,364399161,"mam newborn start orthodontic pacifier, boy, 0+ months, 2-count",Baby,5,0,0,N,Y,Five Stars,excellent,3/26/2015,0.999816
3559,US,11898718,R295LJF5RLUXLW,B00K7J0VLM,428576973,"**new** nuby garden fresh the nibbler - ingenious made-for-baby washable, refillable mesh pacifier w/cover seal - let baby nibble on hard or soft solid foods while eliminating any risk of choking",Baby,3,0,0,N,N,Mesh isn't durable.,it worked greatuntil my son chewed through the netting with his sharp front teeth,3/26/2015,0.99981254
3560,US,31729629,RSA2MHOYS1KUG,B00PF841HA,449026476,"philips avent freeflow pacifier bpa, free blue / white, 0-6 months",Baby,4,6,7,N,Y,Good option,my newborn likes these best out of the ones weve tried this shape of nipple is best for breastfeeding babies since they are rounded on both sides rather than the type that are angled on one side which the lactation consultant told me never to use because they will make baby used to using certain muscles in his mouth and will create an improper latch habit while nursing the only thing that kept me from rating it 5 stars is that the nipples are a little long for small babies and mine sometimes gags on it,3/26/2015,0.9963779
